id,Title,Company,Location,Salary,Description
991,Sr. Python Developer,SourceDOTcom Pvt. Ltd.,"Gurgaon, Haryana","₹5,00,000 - ₹14,00,000 a year"," Should be able to write effective, scalable codes. Good experience in developing back-end components to improve responsiveness and overall."
992,"Actimize, PLSQL & Python Developer",BNP Paribas,"Chennai, Tamil Nadu",,"We partner various business lines of BNP Paribas such as Corporate and Institutional Banking, Wealth Management, Retail Banking through three verticals -…"
993,Experienced Devops Engineer,BOEING,"Bengaluru, Karnataka",,The selected individual will also be responsible to provide support to development of internal competency and resources for critical skill sets and be a sought…
994,Sr. Python Developer,Appriffy-Digital IT Hub,"Bengaluru, Karnataka",,"Knowledge of AWS cloud and python Boto lib.Experience: 3 to 4 years of experience in Python, with knowledge of at least one Python web framework Flask, Django."
995,Python Senior Developer,Infosys,"Chennai, Tamil Nadu+5 locations",,"As part of the Infosys delivery team, your primary role would be to ensure Development, Validation and Support activities, to assure that our clients are…"
996,VAS Software Developer,Ericsson,"Gurgaon, Haryana",,"This a hands-on, technical role including development on Java with aiding Python Scripts developed for Cloud Native deployment using DevOps."
997,Oracle PL/SQL Developer,NTT Ltd.,"Chennai, Tamil Nadu",,"Analyzes, designs, programs, debugs, and modifies software enhancements and/or new products used in local, networked, cloud-based, or Internet-related computer…"
998,Python Internship,cb tech,"Kochi, Kerala","From ₹15,000 a month","Also providing training in all software languages.Python Developer responsibilities include writing and testing code, debugging programs and integrating…"
999,Fullstack developer,Admission Dunia,"Bengaluru, Karnataka","₹6,00,000 a month","Key skills required- Java, Angular, spring boot, postgre SQL, knowledge about database and restful API, understanding of micro services architecture, python."
1000,Python Web Developer,Imperative Business Ventures,"Thane District, Maharashtra",,"Take ownership of the designs of the overall web architecture for Old Mission Capital.Maintain and build the web-framework using JavaScript (React, Redux…"
1001,Senior Web Developer,ChabezTech Private Limited,"Bengaluru, Karnataka","₹13,048 - ₹55,989 a month","Bachelor’s degree in computer science, Electrical Engineering, related technical field, or equivalent practical experience.Total work: 1 year (Preferred)."
1002,Python Developer – Data Analyst,Skyislimit Technologies,"Ernakulam, Kerala",,"We are looking for Python Developers with competencies to understand client requirements, develop and deliver analytical solutions as per the defined scope."
1003,FULL STACK DEVELOPER (ANGULAR),Pentation Analytics Pvt Ltd,"Mumbai, Maharashtra","₹3,00,000 - ₹6,00,000 a year",Work closely with web developers and backend engineers.Cooperating with the back-end developer in the process of building the RESTful API.
1004,Full Stack Developer,The Dapp list,"Remote in Bengaluru, Karnataka","₹12,00,000 - ₹18,00,000 a year","As a Full Stack Developer, you will play a critical role in designing, developing, and maintaining the backend systems and infrastructure necessary for the…"
1005,Senior Python & Airflow Developer,KPI Partners,India,,Good to have Apache Airflow development.Expertise in Python and its frameworks.Strong understanding of data warehouse concepts and ETL tools.
1006,Sr. Python Developer,SourceDOTcom Pvt. Ltd.,"Gurgaon, Haryana","₹5,00,000 - ₹14,00,000 a year"," Should be able to write effective, scalable codes. Good experience in developing back-end components to improve responsiveness and overall."
1007,"Actimize, PLSQL & Python Developer",BNP Paribas,"Chennai, Tamil Nadu",,"We partner various business lines of BNP Paribas such as Corporate and Institutional Banking, Wealth Management, Retail Banking through three verticals -…"
1008,Experienced Devops Engineer,BOEING,"Bengaluru, Karnataka",,The selected individual will also be responsible to provide support to development of internal competency and resources for critical skill sets and be a sought…
1009,Sr. Python Developer,Appriffy-Digital IT Hub,"Bengaluru, Karnataka",,"Knowledge of AWS cloud and python Boto lib.Experience: 3 to 4 years of experience in Python, with knowledge of at least one Python web framework Flask, Django."
1010,Python Senior Developer,Infosys,"Chennai, Tamil Nadu+5 locations",,"As part of the Infosys delivery team, your primary role would be to ensure Development, Validation and Support activities, to assure that our clients are…"
1011,VAS Software Developer,Ericsson,"Gurgaon, Haryana",,"This a hands-on, technical role including development on Java with aiding Python Scripts developed for Cloud Native deployment using DevOps."
1012,Oracle PL/SQL Developer,NTT Ltd.,"Chennai, Tamil Nadu",,"Analyzes, designs, programs, debugs, and modifies software enhancements and/or new products used in local, networked, cloud-based, or Internet-related computer…"
1013,Python Internship,cb tech,"Kochi, Kerala","From ₹15,000 a month","Also providing training in all software languages.Python Developer responsibilities include writing and testing code, debugging programs and integrating…"
1014,Python Web Developer,Imperative Business Ventures,"Thane District, Maharashtra",,"Take ownership of the designs of the overall web architecture for Old Mission Capital.Maintain and build the web-framework using JavaScript (React, Redux…"
1015,Senior Web Developer,ChabezTech Private Limited,"Bengaluru, Karnataka","₹13,048 - ₹55,989 a month","Bachelor’s degree in computer science, Electrical Engineering, related technical field, or equivalent practical experience.Total work: 1 year (Preferred)."
1016,Fullstack developer,Admission Dunia,"Bengaluru, Karnataka","₹6,00,000 a month","Key skills required- Java, Angular, spring boot, postgre SQL, knowledge about database and restful API, understanding of micro services architecture, python."
1017,Python Developer – Data Analyst,Skyislimit Technologies,"Ernakulam, Kerala",,"We are looking for Python Developers with competencies to understand client requirements, develop and deliver analytical solutions as per the defined scope."
1018,FULL STACK DEVELOPER (ANGULAR),Pentation Analytics Pvt Ltd,"Mumbai, Maharashtra","₹3,00,000 - ₹6,00,000 a year",Work closely with web developers and backend engineers.Cooperating with the back-end developer in the process of building the RESTful API.
1019,Full Stack Developer,The Dapp list,"Remote in Bengaluru, Karnataka","₹12,00,000 - ₹18,00,000 a year","As a Full Stack Developer, you will play a critical role in designing, developing, and maintaining the backend systems and infrastructure necessary for the…"
1020,Senior Python & Airflow Developer,KPI Partners,India,,Good to have Apache Airflow development.Expertise in Python and its frameworks.Strong understanding of data warehouse concepts and ETL tools.
1021,Sr. Python Developer,SourceDOTcom Pvt. Ltd.,"Gurgaon, Haryana","₹5,00,000 - ₹14,00,000 a year"," Should be able to write effective, scalable codes. Good experience in developing back-end components to improve responsiveness and overall."
1022,"Actimize, PLSQL & Python Developer",BNP Paribas,"Chennai, Tamil Nadu",,"We partner various business lines of BNP Paribas such as Corporate and Institutional Banking, Wealth Management, Retail Banking through three verticals -…"
1023,Experienced Devops Engineer,BOEING,"Bengaluru, Karnataka",,The selected individual will also be responsible to provide support to development of internal competency and resources for critical skill sets and be a sought…
1024,Sr. Python Developer,Appriffy-Digital IT Hub,"Bengaluru, Karnataka",,"Knowledge of AWS cloud and python Boto lib.Experience: 3 to 4 years of experience in Python, with knowledge of at least one Python web framework Flask, Django."
1025,Python Senior Developer,Infosys,"Chennai, Tamil Nadu+5 locations",,"As part of the Infosys delivery team, your primary role would be to ensure Development, Validation and Support activities, to assure that our clients are…"
1026,VAS Software Developer,Ericsson,"Gurgaon, Haryana",,"This a hands-on, technical role including development on Java with aiding Python Scripts developed for Cloud Native deployment using DevOps."
1027,Oracle PL/SQL Developer,NTT Ltd.,"Chennai, Tamil Nadu",,"Analyzes, designs, programs, debugs, and modifies software enhancements and/or new products used in local, networked, cloud-based, or Internet-related computer…"
1028,Python Internship,cb tech,"Kochi, Kerala","From ₹15,000 a month","Also providing training in all software languages.Python Developer responsibilities include writing and testing code, debugging programs and integrating…"
1029,Python Web Developer,Imperative Business Ventures,"Thane District, Maharashtra",,"Take ownership of the designs of the overall web architecture for Old Mission Capital.Maintain and build the web-framework using JavaScript (React, Redux…"
